City,EmployeeID,EmployeeName,NumOpens,Role,RoleID,Username,YearsAtCompany,"_time"
Denver,124723,"Whitney Velazquez",380,DBA,24209801,WVELAZQUEZ,6,"1471392000.000"
"Santa Rosa",111631,"Angel Garcia",381,"Registered Nurse",24216185,AGARCIA,7,"1471392000.000"
"Santa Rosa",132281,"Donald Werner",381,"Occupational Therapist",24214159,DWERNER,3,"1471392000.000"
"Santa Rosa",124315,"Erica Gregory",381,"Registered Nurse, Behavioral Health",24216427,EGREGORY,9,"1471392000.000"
"San Francisco",125027,"Erik Mcgee",381,DBA,24209801,EMCGEE,5,"1471392000.000"
"San Diego",128340,"Johnny Larson",381,"Registered Nurse",24216185,JLARSON,6,"1471392000.000"
"Santa Rosa",128857,"Philip Juarez",381,"Registered Nurse",24216185,PJUAREZ,6,"1471392000.000"
"San Diego",119270,"Ana Fitzgerald",382,"Speech Therapist",24219154,AFITZGERALD,5,"1471392000.000"
"San Francisco",131440,"Benjamin Ponce",382,"Physical Therapist",24214774,BPONCE,0,"1471392000.000"
Honolulu,107348,"Colleen Frazier",382,"Registered Nurse",24216185,CFRAZIER,3,"1471392000.000"
Honolulu,112795,"Jordan Wang",382,"Physical Therapist",24214774,JWANG,1,"1471392000.000"
"Santa Rosa",134179,"Luke Ortega",382,"Registered Nurse",24216185,LORTEGA,6,"1471392000.000"
Denver,126001,"Trevor Butler",382,DBA,24209801,TBUTLER,9,"1471392000.000"
Seattle,105083,"Charles Weber",383,"Physician CPOE",24214989,CWEBER,7,"1471392000.000"
"San Diego",108178,"Geoffrey Franklin",383,"Physician, Hospitalist Service",24215364,GFRANKLIN,5,"1471392000.000"
Denver,114541,"Jack Bishop",383,"Registered Nurse",24216185,JBISHOP,6,"1471392000.000"
Honolulu,112868,"Jamie Barker",383,"Registered Nurse",24216185,JBARKER,3,"1471392000.000"
Seattle,130240,"Michael Case",383,"Registered Nurse",24216185,MCASE,2,"1471392000.000"
Denver,108169,"Shannon Cain",383,"Nursing Student",24214009,SCAIN,9,"1471392000.000"
"Santa Rosa",115865,"Terry Durham",383,"Physician CPOE",24214989,TDURHAM,7,"1471392000.000"
Seattle,107390,"Willie Evans",383,"Nursing Student",24214009,WEVANS,0,"1471392000.000"
"San Francisco",105868,"Benjamin Mcguire",385,"Registered Nurse",24216185,BMCGUIRE,2,"1471392000.000"
"San Diego",123990,"Cindy Farrell",385,"Registered Nurse",24216185,CFARRELL,2,"1471392000.000"
"San Francisco",102560,"Larry Barnett",385,"Registered Nurse",24216185,LBARNETT,10,"1471392000.000"
Seattle,114311,"Roger Valencia",385,DBA,24209801,RVALENCIA,10,"1471392000.000"
Seattle,100590,"Carolyn Frazier",386,DBA,24209801,CFRAZIER,5,"1471392000.000"
"Santa Rosa",132252,"Colleen Joseph",386,"Physician CPOE",24214989,CJOSEPH,10,"1471392000.000"
"San Diego",112060,"Russell Jarvis",386,DBA,24209801,RJARVIS,6,"1471392000.000"
"San Diego",110949,"Shawn Moyer",386,Transport,107938504,SMOYER,9,"1471392000.000"
"San Diego",133846,"Tanya Johnson",386,"Registered Nurse",24216185,TJOHNSON,4,"1471392000.000"
"San Francisco",126694,"Alan Shepherd",387,DBA,24209801,ASHEPHERD,9,"1471392000.000"
"San Diego",131960,"Andre Day",387,DBA,24209801,ADAY,5,"1471392000.000"
"San Diego",138472,"Anna Richardson",387,"Midlevel Provider, Hospitalist",24213304,ARICHARDSON,7,"1471392000.000"
Denver,137967,"Carolyn Fisher",387,"Registered Nurse",24216185,CFISHER,5,"1471392000.000"
Honolulu,116610,"Jesse Morrow",387,"Registered Nurse",24216185,JMORROW,3,"1471392000.000"
Honolulu,122679,"Phillip Tucker",387,DBA,24209801,PTUCKER,6,"1471392000.000"
Seattle,134760,"Sandra Pugh",387,"Registered Nurse",24216185,SPUGH,0,"1471392000.000"
"San Francisco",107498,"Tabitha Mccullough",387,"Registered Nurse",24216185,TMCCULLOUGH,5,"1471392000.000"
"San Francisco",111881,"Lance Hayes",388,"Registered Nurse",24216185,LHAYES,8,"1471392000.000"
"San Diego",112833,"Virginia Church",388,"Registered Nurse",24216185,VCHURCH,9,"1471392000.000"
"San Diego",121271,"Derrick Hinton",389,DBA,24209801,DHINTON,6,"1471392000.000"
"Santa Rosa",117705,"Gabriel Mullins",389,DBA,24209801,GMULLINS,6,"1471392000.000"
Seattle,115349,"Gary Dunlap",389,DBA,24209801,GDUNLAP,1,"1471392000.000"
"Santa Rosa",135363,"Gerald Johnston",389,"Occupational Therapist",24214159,GJOHNSTON,7,"1471392000.000"
Seattle,119570,"Jacqueline Andrade",389,DBA,24209801,JANDRADE,6,"1471392000.000"
"Santa Rosa",139741,"Alyssa Guerrero",390,"Registered Nurse",24216185,AGUERRERO,7,"1471392000.000"
"San Francisco",139306,"Cheryl Howard",390,"Nursing Student",24214009,CHOWARD,8,"1471392000.000"
"San Francisco",133201,"David Fitzgerald",390,DBA,24209801,DFITZGERALD,8,"1471392000.000"
Honolulu,106194,"Megan Kirby",390,DBA,24209801,MKIRBY,9,"1471392000.000"
"Santa Rosa",120145,"Anna Chen",391,"Registered Nurse",24216185,ACHEN,7,"1471392000.000"
Denver,126247,"Hannah Quinn",391,DBA,24209801,HQUINN,1,"1471392000.000"
Seattle,125962,"Brooke Snyder",392,Transport,107938504,BSNYDER,6,"1471392000.000"
"San Diego",101959,"Heather Blevins",392,DBA,24209801,HBLEVINS,1,"1471392000.000"
"Santa Rosa",122523,"Katrina Whitehead",392,DBA,24209801,KWHITEHEAD,3,"1471392000.000"
Honolulu,101214,"Calvin Hoffman",393,"Registered Nurse",24216185,CHOFFMAN,7,"1471392000.000"
Denver,106910,"Gabriel Sosa",393,"Occupational Therapist",24214159,GSOSA,1,"1471392000.000"
Seattle,138994,"Reginald Fernandez",393,"Occupational Therapist",24214159,RFERNANDEZ,7,"1471392000.000"
"San Francisco",100121,"Vincent Berry",393,"Registered Nurse",24216185,VBERRY,9,"1471392000.000"
"San Francisco",121724,"Barbara Lutz",394,DBA,24209801,BLUTZ,10,"1471392000.000"
"San Francisco",119935,"Jonathan Zamora",395,"Registered Nurse",24216185,JZAMORA,4,"1471392000.000"
"San Diego",139617,"Troy Bennett",395,Transport,107938504,TBENNETT,3,"1471392000.000"
"San Francisco",102866,"Angel Knight",396,Transport,107938504,AKNIGHT,0,"1471392000.000"
Seattle,127764,"Brianna Zimmerman",396,"MedRec Audit",24209801,BZIMMERMAN,8,"1471392000.000"
Honolulu,100288,"Dawn Rodgers",396,"Registered Nurse",24216185,DRODGERS,7,"1471392000.000"
"Santa Rosa",124263,"Jaime Watts",396,"Occupational Therapist",24214159,JWATTS,5,"1471392000.000"
"Santa Rosa",110317,"Bryan Molina",397,"Occupational Therapist",24214159,BMOLINA,4,"1471392000.000"
"Santa Rosa",135227,"Jennifer Sloan",397,DBA,24209801,JSLOAN,3,"1471392000.000"
"San Francisco",131670,"Mathew Black",397,DBA,24209801,MBLACK,9,"1471392000.000"
Denver,107874,"Ebony Branch",400,"Registered Nurse",24216185,EBRANCH,2,"1471392000.000"
"San Francisco",121088,"Christian Chambers",401,"Registered Nurse",24216185,CCHAMBERS,3,"1471392000.000"
"San Francisco",136426,"Martin Daniel",401,"Physician CPOE",24214989,MDANIEL,3,"1471392000.000"
Honolulu,101749,"Rachel Shannon",402,Transport,107938504,RSHANNON,3,"1471392000.000"
Denver,105939,"Tammy Meza",402,"Unit Secretary",24219221,TMEZA,2,"1471392000.000"
Honolulu,115064,"Danielle Boone",403,"Registered Nurse",24216185,DBOONE,8,"1471392000.000"
Denver,128146,"Marie Smith",403,DBA,24209801,MSMITH,4,"1471392000.000"
"San Diego",125221,"Ross Santos",403,"Unit Secretary",24219221,RSANTOS,2,"1471392000.000"
Denver,125453,"Randy Lawrence",404,DBA,24209801,RLAWRENCE,0,"1471392000.000"
Honolulu,108800,"Brandi Martin",408,DBA,24209801,BMARTIN,1,"1471392000.000"
"San Francisco",119945,"Brendan Stone",418,"Occupational Therapist",24214159,BSTONE,9,"1471392000.000"
"San Diego",125863,"Francisco Crane",730,"Registered Nurse",24216185,FCRANE,5,"1471392000.000"
Seattle,132304,"Clayton Lam",733,"Registered Nurse",24216185,CLAM,1,"1471392000.000"
Seattle,117975,"Lucas Carroll",1483,"Registered Nurse",24216185,LCARROLL,2,"1471305600.000"
Seattle,129412,"William Harris",1874,"Registered Nurse",24216185,WHARRIS,7,"1471305600.000"
Honolulu,129416,"Meagan Tyler",2879,DBA,24209801,MTYLER,0,"1471305600.000"
"Santa Rosa",120781,"Jermaine Bautista",307,"Physical Therapist",24214774,JBAUTISTA,2,"1471305600.000"
"San Diego",110949,"Shawn Moyer",310,Transport,107938504,SMOYER,9,"1471305600.000"
Denver,112420,"Autumn Villegas",319,"Registered Nurse",24216185,AVILLEGAS,3,"1471305600.000"
"San Diego",117837,"Jordan Mcconnell",320,DBA,24209801,JMCCONNELL,10,"1471305600.000"
Honolulu,131352,"Philip Buck",324,"Registered Nurse, Case Management",24216672,PBUCK,4,"1471305600.000"
Seattle,108521,"Melinda House",325,"Physical Therapist",24214774,MHOUSE,2,"1471305600.000"
Honolulu,126662,"Jay Bartlett",326,DBA,24209801,JBARTLETT,7,"1471305600.000"
Honolulu,119993,"Lacey Oneill",326,"Registered Nurse, Case Management",24216672,LONEILL,6,"1471305600.000"
Honolulu,119687,"Misty Turner",328,"Unit Secretary",24219221,MTURNER,10,"1471305600.000"
Seattle,125962,"Brooke Snyder",329,Transport,107938504,BSNYDER,6,"1471305600.000"
"San Francisco",112128,"Javier Morton",331,"Registered Nurse",24216185,JMORTON,3,"1471305600.000"
"Santa Rosa",120145,"Anna Chen",332,"Registered Nurse",24216185,ACHEN,7,"1471305600.000"
"Santa Rosa",128494,"Latasha Daniels",333,"Registered Nurse",24216185,LDANIELS,9,"1471305600.000"
"San Diego",101012,"Kristina Cook",335,DBA,24209801,KCOOK,8,"1471305600.000"
Seattle,119147,"Sandra Greer",335,"Occupational Therapist",24214159,SGREER,7,"1471305600.000"
"San Diego",100017,"Sharon Elliott",336,DBA,24209801,SELLIOTT,10,"1471305600.000"
Seattle,127764,"Brianna Zimmerman",337,"MedRec Audit",24209801,BZIMMERMAN,8,"1471305600.000"
"San Francisco",116095,"Brittney Lamb",337,Transport,107938504,BLAMB,8,"1471305600.000"
Honolulu,133069,"Lee Rosales",337,"Occupational Therapist",24214159,LROSALES,4,"1471305600.000"
"San Diego",103251,"Tasha Edwards",337,"Unit Secretary",24219221,TEDWARDS,4,"1471305600.000"
Honolulu,136663,"Arthur Frey",338,"Nursing Student",24214009,AFREY,4,"1471305600.000"
Honolulu,101749,"Rachel Shannon",338,Transport,107938504,RSHANNON,3,"1471305600.000"
"San Diego",139617,"Troy Bennett",338,Transport,107938504,TBENNETT,3,"1471305600.000"
"San Francisco",125027,"Erik Mcgee",339,DBA,24209801,EMCGEE,5,"1471305600.000"
Denver,111091,"Austin Roman",340,DBA,24209801,AROMAN,8,"1471305600.000"
Honolulu,109506,"Brad Simmons",340,Transport,107938504,BSIMMONS,8,"1471305600.000"
Denver,105587,"Joe Ashley",341,"Registered Nurse",24216185,JASHLEY,8,"1471305600.000"
Honolulu,107936,"Meredith Kaiser",341,DBA,24209801,MKAISER,6,"1471305600.000"
"San Diego",117290,"Priscilla Wilkinson",341,"Occupational Therapist",24214159,PWILKINSON,5,"1471305600.000"
Honolulu,136113,"Shane Jackson",341,DBA,24209801,SJACKSON,9,"1471305600.000"
Honolulu,104332,"Thomas Jones",341,DBA,24209801,TJONES,4,"1471305600.000"
"San Francisco",126694,"Alan Shepherd",342,DBA,24209801,ASHEPHERD,9,"1471305600.000"
"San Francisco",105868,"Benjamin Mcguire",342,"Registered Nurse",24216185,BMCGUIRE,2,"1471305600.000"
Seattle,119307,"Jaclyn Mendoza",342,DBA,24209801,JMENDOZA,7,"1471305600.000"
"San Francisco",109910,"Trevor Sherman",342,DBA,24209801,TSHERMAN,1,"1471305600.000"
"San Francisco",132913,"Corey Daniels",343,"Occupational Therapist",24214159,CDANIELS,6,"1471305600.000"
"San Diego",135131,"Jermaine Montgomery",343,DBA,24209801,JMONTGOMERY,6,"1471305600.000"
"San Diego",111569,"Patricia Drake",343,DBA,24209801,PDRAKE,4,"1471305600.000"
"San Diego",102968,"Terry Velez",343,"Occupational Therapist",24214159,TVELEZ,4,"1471305600.000"
Denver,138093,"Derek Roberson",344,DBA,24209801,DROBERSON,7,"1471305600.000"
"San Diego",109104,"George Shepherd",344,"Occupational Therapist",24214159,GSHEPHERD,9,"1471305600.000"
Denver,138622,"Luke Mcclain",344,Transport,107938504,LMCCLAIN,7,"1471305600.000"
Seattle,133666,"Margaret Huynh",344,"Registered Nurse",24216185,MHUYNH,8,"1471305600.000"
Denver,138236,"Raymond Smith",344,DBA,24209801,RSMITH,4,"1471305600.000"
Denver,129411,"Zachary Monroe",344,"Registered Nurse",24216185,ZMONROE,7,"1471305600.000"
Denver,131385,"Eric Obrien",345,"Registered Nurse",24216185,EOBRIEN,1,"1471305600.000"
Denver,120615,"Kathleen Arroyo",345,"Physical Therapist",24214774,KARROYO,2,"1471305600.000"
"San Francisco",118749,"Johnny Heath",346,"Physician, Hospitalist Service",24215364,JHEATH,6,"1471305600.000"
"Santa Rosa",117911,"Maurice Terrell",346,"Speech Therapist",24219154,MTERRELL,5,"1471305600.000"
Denver,138073,"Miranda Osborne",346,"Registered Nurse",24216185,MOSBORNE,3,"1471305600.000"
"San Diego",101712,"Priscilla Lowery",346,"Physical Therapist",24214774,PLOWERY,4,"1471305600.000"
Honolulu,103462,"Dominique Avila",347,DBA,24209801,DAVILA,8,"1471305600.000"
"San Diego",122520,"Edwin Shelton",347,"Physical Therapist",24214774,ESHELTON,4,"1471305600.000"
"San Diego",114805,"Heidi Harris",347,"Registered Nurse",24216185,HHARRIS,8,"1471305600.000"
"San Diego",139317,"Michelle Parrish",347,"MedRec Audit",24209801,MPARRISH,3,"1471305600.000"
"San Diego",118286,"Scott Wilkinson",347,"Occupational Therapist",24214159,SWILKINSON,4,"1471305600.000"
Seattle,103270,"Stephen Burgess",347,"Registered Nurse",24216185,SBURGESS,8,"1471305600.000"
"San Diego",119270,"Ana Fitzgerald",348,"Speech Therapist",24219154,AFITZGERALD,5,"1471305600.000"
"Santa Rosa",116160,"Hector Solis",348,"Physical Therapist",24214774,HSOLIS,9,"1471305600.000"
Denver,128146,"Marie Smith",348,DBA,24209801,MSMITH,4,"1471305600.000"
"San Diego",110227,"Brandy Higgins",349,Transport,107938504,BHIGGINS,1,"1471305600.000"
"San Diego",138825,"Bryan Michael",349,"Registered Nurse",24216185,BMICHAEL,6,"1471305600.000"
Seattle,130730,"Cory Wiley",349,"Registered Nurse",24216185,CWILEY,2,"1471305600.000"
Honolulu,109136,"Danny Jenkins",349,"Speech Therapist",24219154,DJENKINS,8,"1471305600.000"
"San Francisco",119935,"Jonathan Zamora",349,"Registered Nurse",24216185,JZAMORA,4,"1471305600.000"
Denver,100829,"Nancy Patrick",349,DBA,24209801,NPATRICK,2,"1471305600.000"
"San Francisco",137960,"Tracy Barron",349,"Physician CPOE",24214989,TBARRON,9,"1471305600.000"
"San Diego",138472,"Anna Richardson",350,"Midlevel Provider, Hospitalist",24213304,ARICHARDSON,7,"1471305600.000"
Denver,130130,"Keith Kidd",350,Transport,107938504,KKIDD,1,"1471305600.000"
Denver,122031,"Roy Jacobson",350,DBA,24209801,RJACOBSON,2,"1471305600.000"
Honolulu,115064,"Danielle Boone",351,"Registered Nurse",24216185,DBOONE,8,"1471305600.000"
"San Diego",137085,"Heidi Mcintosh",351,"Registered Nurse",24216185,HMCINTOSH,7,"1471305600.000"
"Santa Rosa",122523,"Katrina Whitehead",351,DBA,24209801,KWHITEHEAD,3,"1471305600.000"
Honolulu,132811,"Nina Hanson",351,Transport,107938504,NHANSON,1,"1471305600.000"
"San Francisco",123494,"Sharon Griffith",351,DBA,24209801,SGRIFFITH,10,"1471305600.000"
Seattle,138380,"Allison Lane",352,DBA,24209801,ALANE,7,"1471305600.000"
Honolulu,108800,"Brandi Martin",352,DBA,24209801,BMARTIN,1,"1471305600.000"
"San Francisco",108789,"Elizabeth Duncan",352,"Occupational Therapist",24214159,EDUNCAN,6,"1471305600.000"
Seattle,106853,"Mallory Waters",352,"Physician CPOE",24214989,MWATERS,6,"1471305600.000"
"Santa Rosa",136906,"Nicole Weeks",352,DBA,24209801,NWEEKS,7,"1471305600.000"
Denver,101651,"Virginia Kent",352,DBA,24209801,VKENT,2,"1471305600.000"
"San Diego",138517,"Diana Mccormick",353,"Registered Nurse",24216185,DMCCORMICK,4,"1471305600.000"
Seattle,112708,"Kimberly Barr",353,"Registered Nurse",24216185,KBARR,2,"1471305600.000"
"San Diego",133846,"Tanya Johnson",353,"Registered Nurse",24216185,TJOHNSON,4,"1471305600.000"
"San Diego",106880,"Alyssa Mathews",354,"Speech Therapist",24219154,AMATHEWS,5,"1471305600.000"
Seattle,120425,"Hannah Horton",354,"Registered Nurse",24216185,HHORTON,9,"1471305600.000"
Denver,111060,"Kelsey Pace",354,"Physician CPOE",24214989,KPACE,9,"1471305600.000"
Denver,107703,"Phillip Reeves",354,"Physical Therapist",24214774,PREEVES,9,"1471305600.000"
Denver,137986,"Brendan Yates",355,"Unit Secretary",24219221,BYATES,6,"1471305600.000"
Denver,117054,"Holly Irwin",355,"Physician, Hospitalist Service",24215364,HIRWIN,2,"1471305600.000"
Denver,107820,"Kristi Gray",355,"Registered Nurse",24216185,KGRAY,5,"1471305600.000"
Honolulu,122179,"Oscar Lee",355,DBA,24209801,OLEE,2,"1471305600.000"
Seattle,127035,"Ricky Herman",355,Transport,107938504,RHERMAN,2,"1471305600.000"
Honolulu,112370,"Thomas Burgess",355,"Physical Therapist",24214774,TBURGESS,4,"1471305600.000"
Denver,111558,"Adam Sims",356,DBA,24209801,ASIMS,0,"1471305600.000"
Seattle,134434,"Billy Gamble",356,DBA,24209801,BGAMBLE,5,"1471305600.000"
"San Diego",131747,"Brandon Parrish",356,"Registered Nurse",24216185,BPARRISH,2,"1471305600.000"
Honolulu,111759,"Caroline Mathews",356,"Physician CPOE",24214989,CMATHEWS,8,"1471305600.000"
Seattle,128091,"Charles Fleming",356,"Registered Nurse",24216185,CFLEMING,4,"1471305600.000"
"San Francisco",121088,"Christian Chambers",356,"Registered Nurse",24216185,CCHAMBERS,3,"1471305600.000"
Denver,118566,"Karen Jefferson",356,Transport,107938504,KJEFFERSON,3,"1471305600.000"
"Santa Rosa",128857,"Philip Juarez",356,"Registered Nurse",24216185,PJUAREZ,6,"1471305600.000"
"San Diego",112060,"Russell Jarvis",356,DBA,24209801,RJARVIS,6,"1471305600.000"
Seattle,112782,"Ryan Wallace",356,"Unit Secretary",24219221,RWALLACE,6,"1471305600.000"
Honolulu,117597,"Susan Acosta",356,DBA,24209801,SACOSTA,5,"1471305600.000"
Honolulu,125058,"Tammy Crawford",356,DBA,24209801,TCRAWFORD,2,"1471305600.000"
Seattle,107915,"Clayton Fox",357,DBA,24209801,CFOX,9,"1471305600.000"
Honolulu,112868,"Jamie Barker",357,"Registered Nurse",24216185,JBARKER,3,"1471305600.000"
"Santa Rosa",135227,"Jennifer Sloan",357,DBA,24209801,JSLOAN,3,"1471305600.000"
"Santa Rosa",139009,"Jose Calhoun",357,DBA,24209801,JCALHOUN,8,"1471305600.000"
Seattle,108422,"Jose Huber",357,"Physical Therapist",24214774,JHUBER,2,"1471305600.000"
Denver,131663,"Miguel Howard",357,DBA,24209801,MHOWARD,6,"1471305600.000"
"San Diego",120510,"Chase Thompson",358,"Registered Nurse",24216185,CTHOMPSON,3,"1471305600.000"
Denver,134372,"Geoffrey Conrad",358,DBA,24209801,GCONRAD,1,"1471305600.000"
Honolulu,119449,"Jaclyn Underwood",358,DBA,24209801,JUNDERWOOD,6,"1471305600.000"
Seattle,126907,"Jay Schaefer",358,"Registered Nurse",24216185,JSCHAEFER,5,"1471305600.000"
"Santa Rosa",111579,"Joe Andersen",358,DBA,24209801,JANDERSEN,0,"1471305600.000"
Seattle,128486,"Joel Villanueva",358,"Physician, Hospitalist Service",24215364,JVILLANUEVA,2,"1471305600.000"
"San Francisco",121115,"Jorge Cabrera",358,"Registered Nurse",24216185,JCABRERA,0,"1471305600.000"
Honolulu,118858,"Sara Delgado",358,"Physician, Obstetrics & Gynecology",24215485,SDELGADO,9,"1471305600.000"
"San Diego",115716,"Brent Andrade",359,"Physician CPOE",24214989,BANDRADE,3,"1471305600.000"
"Santa Rosa",100626,"Cody Campbell",359,DBA,24209801,CCAMPBELL,8,"1471305600.000"
Honolulu,113345,"Desiree Villanueva",359,"Registered Nurse",24216185,DVILLANUEVA,2,"1471305600.000"
Seattle,111664,"Jaime Luna",359,Transport,107938504,JLUNA,2,"1471305600.000"
"San Diego",109986,"Javier Harper",359,"Occupational Therapist",24214159,JHARPER,10,"1471305600.000"
Honolulu,104654,"Melissa Morrow",359,"Physician CPOE",24214989,MMORROW,7,"1471305600.000"
Denver,129430,"Ronald Collins",359,"Registered Nurse",24216185,RCOLLINS,6,"1471305600.000"
Honolulu,102563,"Russell Bauer",359,DBA,24209801,RBAUER,6,"1471305600.000"
"San Francisco",127079,"Taylor Atkins",359,"Registered Nurse",24216185,TATKINS,4,"1471305600.000"
Seattle,108741,"Jack Mcmahon",360,DBA,24209801,JMCMAHON,1,"1471305600.000"
"San Diego",128509,"Meredith Reilly",360,DBA,24209801,MREILLY,3,"1471305600.000"
Seattle,100166,"Rachael Vance",360,"Physical Therapist",24214774,RVANCE,6,"1471305600.000"
Denver,102403,"Ricardo Novak",360,DBA,24209801,RNOVAK,1,"1471305600.000"
Honolulu,112307,"Russell Zuniga",360,DBA,24209801,RZUNIGA,2,"1471305600.000"
"San Diego",112833,"Virginia Church",360,"Registered Nurse",24216185,VCHURCH,9,"1471305600.000"
"San Francisco",133201,"David Fitzgerald",361,DBA,24209801,DFITZGERALD,8,"1471305600.000"
Denver,114541,"Jack Bishop",361,"Registered Nurse",24216185,JBISHOP,6,"1471305600.000"
Honolulu,126324,"Jamie Cruz",361,DBA,24209801,JCRUZ,1,"1471305600.000"
Seattle,119950,"Jennifer Bailey",361,DBA,24209801,JBAILEY,5,"1471305600.000"
"Santa Rosa",127871,"Mario Macias",361,DBA,24209801,MMACIAS,9,"1471305600.000"
"Santa Rosa",105923,"Walter Gonzalez",361,"Registered Nurse",24216185,WGONZALEZ,9,"1471305600.000"
Seattle,114401,"Chase Curtis",362,DBA,24209801,CCURTIS,8,"1471305600.000"
"San Francisco",109432,"Dawn Patterson",362,"Registered Nurse",24216185,DPATTERSON,2,"1471305600.000"
"Santa Rosa",135363,"Gerald Johnston",362,"Occupational Therapist",24214159,GJOHNSTON,7,"1471305600.000"
"Santa Rosa",124263,"Jaime Watts",362,"Occupational Therapist",24214159,JWATTS,5,"1471305600.000"
"San Diego",139497,"Mario Mcdaniel",362,"Registered Nurse",24216185,MMCDANIEL,9,"1471305600.000"
"San Diego",106062,"Peter Blackwell",362,DBA,24209801,PBLACKWELL,1,"1471305600.000"
"San Diego",121942,"Renee Ibarra",362,"Registered Nurse",24216185,RIBARRA,8,"1471305600.000"
Seattle,114311,"Roger Valencia",362,DBA,24209801,RVALENCIA,10,"1471305600.000"
Seattle,107390,"Willie Evans",362,"Nursing Student",24214009,WEVANS,0,"1471305600.000"
"San Diego",100691,"Aaron Bullock",363,"Midlevel Provider, Hospitalist",24213304,ABULLOCK,3,"1471305600.000"
Denver,134393,"Amy Booker",363,"Physical Therapist",24214774,ABOOKER,7,"1471305600.000"
"San Francisco",119945,"Brendan Stone",363,"Occupational Therapist",24214159,BSTONE,9,"1471305600.000"
Seattle,105083,"Charles Weber",363,"Physician CPOE",24214989,CWEBER,7,"1471305600.000"
"Santa Rosa",117705,"Gabriel Mullins",363,DBA,24209801,GMULLINS,6,"1471305600.000"
"Santa Rosa",129885,"Katie Larsen",363,DBA,24209801,KLARSEN,2,"1471305600.000"
Seattle,102821,"Mark Cohen",363,"Registered Nurse",24216185,MCOHEN,3,"1471305600.000"
"San Francisco",107185,"Reginald Robles",363,DBA,24209801,RROBLES,4,"1471305600.000"
Seattle,139744,"Shane Ellis",363,"Occupational Therapist",24214159,SELLIS,3,"1471305600.000"
"San Francisco",122648,"Alex Murillo",364,DBA,24209801,AMURILLO,6,"1471305600.000"
"San Diego",120269,"Brittany Bowen",364,DBA,24209801,BBOWEN,1,"1471305600.000"
"San Francisco",122786,"Candace Fritz",364,DBA,24209801,CFRITZ,8,"1471305600.000"
"San Diego",114096,"Carlos Ritter",364,DBA,24209801,CRITTER,5,"1471305600.000"
Honolulu,100288,"Dawn Rodgers",364,"Registered Nurse",24216185,DRODGERS,7,"1471305600.000"
Seattle,135776,"Derek Higgins",364,DBA,24209801,DHIGGINS,2,"1471305600.000"
"San Diego",121271,"Derrick Hinton",364,DBA,24209801,DHINTON,6,"1471305600.000"
Honolulu,104722,"Francisco Castro",364,Transport,107938504,FCASTRO,3,"1471305600.000"
Seattle,117193,"Geoffrey Vasquez",364,DBA,24209801,GVASQUEZ,3,"1471305600.000"
"San Diego",128340,"Johnny Larson",364,"Registered Nurse",24216185,JLARSON,6,"1471305600.000"
Seattle,116336,"Jonathan Boyle",364,"Nursing Student",24214009,JBOYLE,9,"1471305600.000"
Seattle,104668,"Jordan Doyle",364,DBA,24209801,JDOYLE,8,"1471305600.000"
Seattle,102432,"Joseph Hodge",364,"Registered Nurse",24216185,JHODGE,9,"1471305600.000"
"San Francisco",123226,"Kelsey Werner",364,DBA,24209801,KWERNER,10,"1471305600.000"
Seattle,121223,"Caitlin Cross",365,"Physician CPOE",24214989,CCROSS,4,"1471305600.000"
"Santa Rosa",106684,"Carla Baird",365,DBA,24209801,CBAIRD,6,"1471305600.000"
Denver,106910,"Gabriel Sosa",365,"Occupational Therapist",24214159,GSOSA,1,"1471305600.000"
"San Diego",108178,"Geoffrey Franklin",365,"Physician, Hospitalist Service",24215364,GFRANKLIN,5,"1471305600.000"
"San Diego",101959,"Heather Blevins",365,DBA,24209801,HBLEVINS,1,"1471305600.000"
Honolulu,109606,"Ian Bradford",365,DBA,24209801,IBRADFORD,2,"1471305600.000"
Seattle,130240,"Michael Case",365,"Registered Nurse",24216185,MCASE,2,"1471305600.000"
"San Francisco",117447,"Roger Goodwin",365,"Registered Nurse",24216185,RGOODWIN,5,"1471305600.000"
Seattle,120477,"Ronald Page",365,"Registered Nurse",24216185,RPAGE,2,"1471305600.000"
"San Diego",126217,"Sara Austin",365,"Registered Nurse",24216185,SAUSTIN,3,"1471305600.000"
"Santa Rosa",139792,"Stefanie Hendrix",365,"Physician CPOE",24214989,SHENDRIX,4,"1471305600.000"
"Santa Rosa",122601,"Tiffany Davies",365,DBA,24209801,TDAVIES,5,"1471305600.000"
Seattle,121044,"Alejandro Cooper",366,"Registered Nurse",24216185,ACOOPER,8,"1471305600.000"
"San Francisco",107409,"Alejandro Zamora",366,"Occupational Therapist",24214159,AZAMORA,5,"1471305600.000"
"Santa Rosa",121898,"Caleb Pacheco",366,"Registered Nurse",24216185,CPACHECO,4,"1471305600.000"
"San Francisco",116210,"Jaclyn Mooney",366,DBA,24209801,JMOONEY,9,"1471305600.000"
Denver,113684,"Kristi Hays",366,DBA,24209801,KHAYS,6,"1471305600.000"
"San Francisco",131670,"Mathew Black",366,DBA,24209801,MBLACK,9,"1471305600.000"
"San Francisco",127819,"Ricky Ball",366,"Registered Nurse",24216185,RBALL,3,"1471305600.000"
Denver,108169,"Shannon Cain",366,"Nursing Student",24214009,SCAIN,9,"1471305600.000"
"Santa Rosa",115690,"Jamie Dalton",367,DBA,24209801,JDALTON,7,"1471305600.000"
